comments,date,symbol
"5 KINERJA SAHAM CPO PADA KUARTAL 3 2022

Halo Bagger Hunter, di artikel kali ini kami akan membahas mengenai kinerja saham CPO pada kuartal ke-3. Saham CPO ini menarik untuk dibahas karena berhubungan soal berita positif dari saham CPO dimana China yang merupakan negara dengan konsumsi CPO terbesar di dunia telah menandatangani pembelian saham CPO sebanyak 1 juta ton di tahun 2023.
Sebelum ke pembahasannya, jangan lupa like, share dan follow ya..

Diawali dengan berita mengenai China menandatangani komitmen pembelian saham CPO sebanyak 1 juta ton di tahun 2023. Hal ini dapat menjadi sentiment positif untuk saham CPO terutama pada tahun 2023.
Harga saham CPO di tahun 2022 ini mengalami puncak pada saat terjadi perang Rusia dan Ukraina di bulan Maret dan April 2022 dengan harga 7000/ton dalam satuan Ringgit Malaysia. Pada bulan November 2022 saham CPO mengalami kenaikan (rebound) di harga 4000 dibandingkan bulan sebelumnya (Oktober) yang mengalami penurunan di harga 3000-an. Di sisi lain, secara jangka panjang selama sepuluh tahun terakhir, harga saham CPO di tahun ini mencatat kenaikan lebih tinggi dibandingkan tahun-tahun sebelumnya.
Oke.. langsung saja berikut ini beberapa saham sektor perkebunan (CPO) mulai dari harga saham hingga kinerja dari saham CPO. Data informasi harga saham CPO ini diambil pada tanggal 14 November 2022, sementara Data informasi kinerja saham CPO diambil per September 2022.

1. ASTRA AGRO LESTARI TBK (AALI)
Saham AALI mengalami kenaikan puncak harga sahamnya di level harga 13.000 pada bulan Maret hingga April 2022 saat harga saham CPO juga mengalami kenaikan. Di bulan Oktober harga saham AALI mengalami penurunan hingga di level harga 7.000-an. Sementara di tanggal 14 November 2022 saham AALI ditutup di harga 8.375. Jika dihitung secara kinerja dan valuasi, year to date dari saham AALI mengalami penurunan yaitu -11,84%. Kemudian dari sisi PBV menunjukkan di level 0,76x dengan PER rasio 10,2x. Per September 2022, kinerja saham AALI jika dilihat secara tahunan mengalami penurunan dengan pendapatan yang menurun sebesar -8,3% dan laba brutonya menurun -26,3%. Kemudian disisi laba bersih juga mengalami penurunan yaitu sebesar -17,2%

2. PT SAMPOERNA AGRO TBK (SGRO)
Pada tanggal 14 November 2022, harga saham SGRO di level perdagangan menunjukkan di angka 2.100. Jika dihitung secara kinerja, year to date dari saham SGRO ini mengalami kenaikan sebesar +7,8%. Secara PBV menunjukkan di angka 0,78x dengan PER rasio 3,7x. Kinerja saham SGRO di posisi September 2022 tidak mengalami banyak perubahan. Dimana disisi penjualan atau omsetnya naik sebesar +0,13%, laba bruto naik +28% dan untuk laba bersihnya mengalami kenaikan +58,2%.

3. TRIPUTRA AGRO PERSADA TBK (TAPG)
Pada tanggal 14 November 2022, saham TAPG di level perdagangan menunjukkan di harga 670 rupiah. Jika dihitung secara kinerja dan valuasi, year to date saham TAPG menunjukkan kenaikan sebesar +9,8%, kemudian secara valuasi di harga 670 saham TAPG menunjukkan PBV 1,4x dengan PER rasio 4,4x. Kinerja saham TAPG di posisi bulan September 2022 dari sisi penjualan mengalami kenaikan sebesar +51,5%, kemudian dari sisi laba bruto mengalami kenaikan diatas 100% yaitu sebesar +166% dan di sisi laba bersih naik +228%.

4. CISADANE SAWIT RAYA TBK (CSRA)
Pada tanggal 14 November 2022, saham CSRA di level perdagangan menunjukkan di harga 630 rupiah. Untuk pergerakkan saham CSRA ini menunjukkan year to date naik sebesar 26% dengan rasio PBV 1,3x dan PER rasio 3,8x. Kemudian untuk kinerja saham CSRA per September 2022, dimana disisi penjualan naik 17,1%, laba bruto naik 32,6 % dan laba bersihnya 38,6%.

5. DHARMA SATYA NUSANTARA TBK (DSNG)
Posisi tanggal 14 November 2022, saham DSNG ditutup di level 615 rupiah. Jika dihitung secara kenaikan harga sahamnya, saham DSNG ini mengalami kenaikan dengan year to date yang naik di angka 23%, kemudian secara valuasi PBV menyentuh di level 0,9x dan PER rasio 5,4x. Pada sisi kinerja periode per September 2022, saham DSNG ini menunjukkan kenaikan dengan penjualan naik sebesar 30,3%, laba bruto naik 63,8% dan laba bersihnya naik 115%.

Itulah kelima kinerja dari saham CPO, menurut kalian mana nih yang menarik? Dan mungkin di artikel selanjutnya bisa untuk kita bahas lebih detailnya. Nantikan update-an artikel berikutnya yaa…","23 Nov 22, 08:00",CSRA
"btw sekto AGRI skrg sdh gak ada ya?

$LSIP $AALI $TBLA $CSRA $DSNG

sektor apa ini jadinya?

🌴","22 Nov 22, 20:19",CSRA
$CPO ihns??? $LSIP $AALI $CSRA $TAPG,"21 Nov 22, 12:30",CSRA
$CSRA,"20 Nov 22, 15:24",CSRA
@DestriansyahDwi $CSRA emang ada bandarnya om? kalo diliat² yg jual beli ritel semua,"19 Nov 22, 04:38",CSRA
$CSRA Dengan dividen 25 ternyata masih berpotensi ARB.,"18 Nov 22, 11:03",CSRA
$CSRA wkwkwk....ARB🔥,"18 Nov 22, 09:04",CSRA
"CHINA BELI CPO 1 JUTA TON !!! Ini SAHAMNYA !!!

Minggu kemarin ada berita positif untuk emiten CPO dimana China yang merupakan salah satu negara dengan konsumsi CPO terbesar di dunia sudah menandatangani untuk membeli 1 Juta ton CPO untuk tahun depan.

Di video kali ini kita akan review sekilas mengenai saham CPO terutama mengenai update kinerja kuartal III-2022

Kira-kira bagaimana dengan kinerja 5 saham CPO ini?

Selengkapnya silahkan tonton video terbaru kami sampai selesai, klik linknya di bawah👇","17 Nov 22, 07:31",CSRA
$CSRA,"15 Nov 22, 19:21",CSRA
"$MKTR pelan pelan sajo, IDX suka sensi kalau terlalu bar bar bisa kena sanksi nanti…

Colek $BUMI $GOTO $CSRA","14 Nov 22, 10:54",CSRA
"Cisadane Sawit Raya (CSRA) Targetkan Pendapatan Tumbuh 12%
JAKARTA, https://bit.ly/2xtw1Yt - PT Cisadane Sawit Raya Tbk (CSRA) optimistis permintaan Crude Palm Oil (CPO) akan tetap terjaga. Untuk itu, perseroan menargetkan pendapatan tumbuh 12% pada 2022.   Sekretaris Perusahaan Cisadane Sawit Raya (CSRA) Iqbal Prastowo menjelaskan, ditengah iklim makroekonomi yang ...","14 Nov 22, 04:10",CSRA
"@uranus bukan $CSRA yang paling efisien. Baca lanjutannya di https://cutt.ly/KMkd4Zv
https://cutt.ly/vMj8PR3","13 Nov 22, 16:30 · Edited on 13 Nov 22, 16:31",CSRA
@skydrugz27 bang tanya donk.. kenapa $CSRA lahannya dikit tapi keuntungan nya paling besar yah?,"13 Nov 22, 16:23",CSRA
"$CSRA break out resisten & secara bandar mology RF akumulasi secara TA menarik low risk ....& ni adalah pola dri cup & handel
DISCLAIMER ON

$ADMR $ASII $BRIS $BMHS","13 Nov 22, 05:48 · Edited on 13 Nov 22, 09:25",CSRA
"Salah satu cara menjaga daya beli masyarakat khususnya diluar Jawa adalah dg berusaha menjaga harga $CPO tetap menarik dan membantu agar ekspor CPO tetap tumbuh, jangan terulang lagi blunder yg dilakukan pemerintah dg menyetop ekspor CPO spt yg tjd bbrp wkt lalu, begitu besar pengaruh sawit bagi perekonomian Indonesia, begitu banyak orang yg terlibat di industri ini. Komoditas sawit jauh lebih merakyat dibandingkan batubara.
$TAPG $CSRA $LSIP $ANJT","11 Nov 22, 13:46",CSRA
"@rudiseptian iya, kl $CSRA cum datenya tgl 17 Nop, jd msh ada kesempatan. Kl berburu dividen mau lihat juga performa emiten ya, krn kdg2 setelah cum date biasanya saham turun tajam krn org biasanya incar dividen jd habis itu lgsg jual, shg saham ikut turun. Spt $DMAS contohnya","10 Nov 22, 18:16",CSRA
@Nancyhong $CSRA masih ada kesempatan ya ci?,"10 Nov 22, 17:53",CSRA
Kalo $CSRA gimana kak?,"10 Nov 22, 11:27",CSRA
Penyampaian Bukti Iklan Jadwal Pembagian dividen interim [CSRA],"10 Nov 22, 10:00",CSRA
"CSRA to give out interim dividend of IDR 25 per share
CSRA - PT. Cisadane Sawit Raya Tbk Rp 615 +10 (+1,63%) More Info! JAKARTA. PT Cisadane Sawit Raya Tbk (CSRA) is set on distributing interim dividend of IDR 25 per share or IDR 51.25 billion, cumulatively. Iqbal Prastowo, Corporate Secretary of CSRA, confirmed that this arrangement goes in acco...","9 Nov 22, 18:40",CSRA
"News Update
👉 IHSG ditutup ijo, naik 0,28% ke posisi 7,070 asing melakukan Net Buy Rp 342,83M
👉 Kinerja penjualan eceran masih kuat, Indeks Penjualan Riil bulan Oktober 2022 tumbuh 4,51% YoY.
👉 Sri Mulyani memprediksi pertumbuhan ekonomi pada kuartal IV 2022 akan melambat.
👉 Wujudkan inisiasi pembangunan berkelanjutan $TLKM hadirkan restorasi sampah elektronik melalui program Eduvice
👉 Berkat Rights Issued $BINA optimis Modal Inti Rp 3T terpenuhi di akhir tahun ini.
👉 BlackRock belanjakan dana sebesar Rp 84,5M menyerok saham yang di obral ritel.
👉 RUPSLB setujui mengelar Rights Issued sebesar Rp 1,53T untuk Kembangkan Viberlink pedesaan
👉 akan membagikan deviden interim sebesar Rp 25/saham.","9 Nov 22, 16:21",CSRA
"Cisadane Sawit Raya (CSRA) Tebar Dividen Interim Rp51,25 Miliar, Catat Jadwalnya
Emiten perkebunan PT Cisadane Sawit Raya Tbk. (CSRA) akan membagikan dividen interim untuk tahun buku 2022 senilai Rp51,25 miliar.Berdasarkan keterbukaan informasi perusahaan yang diakses pada Rabu (9/11/2022), direksi Perseroan telah memutuskan untuk membagikan dividen tunai interim untuk periode ...","9 Nov 22, 15:55",CSRA
"Cisadane Sawit Raya (CSRA) Tebar Dividen Interim Rp51,2 Miliar, Cek Jadwalnya
PT Cisadane Sawit Raya Tbk (CSRA) akan membagikan dividen interim dari laba bersih per 30 September 2022 sebesar Rp25 per lembar.
 
Iqbal Prastowo Sekretaris Perusahaan Cisadane Sawit Raya Tbk (CSRA) dalam keterangan resmi Rabu (9/11)mengungkapkan, pembagian berdasarkan keputusan dewan komisaris da...","9 Nov 22, 15:10",CSRA
@khoirulrifai Stockbit baru bikin hit $CSRA hari ini 9 November 2022,"9 Nov 22, 14:11",CSRA
$CSRA ternyata bagi dividen juga😬,"9 Nov 22, 14:01",CSRA
Laporan Informasi atau Fakta Material Pembagian dividen interim [CSRA],"9 Nov 22, 13:40",CSRA
Jadwal Dividen Tunai Interim [CSRA],"9 Nov 22, 13:40",CSRA
$CSRA thats okay pelan2 aja...masih sepi stream disini...balik lagi ntar kalau udh rame...the best small cap di sektor cpo yang belum banyak d lirik orang,"8 Nov 22, 23:08",CSRA
Laporan Bulanan Registrasi Pemegang Efek [CSRA],"7 Nov 22, 10:40",CSRA
"$CSRA naik ytd q3 dibanding 2021, meski tdk sebaik q3 2021+q4 2021+q1 2022. $SGRO laba naik cukup tinggi, tapi cfo nya turun. $ANJT kurg ok, terutama di selisih kurs, $AALI turun dibanding ytd q3 2021, tetapi ini krn emejingnya AALI di kuartal 3 2021, cfo nya bagus, duit masuk 2T an shingga kas setara kas 4.8T
$LSIP masih mnunggu, so far kas dibanding market capnya yg paling emejing","31 Oct 22, 18:49 · Edited on 31 Oct 22, 18:56",CSRA
"$CSRA

https://stockbit.com/post/9970297","31 Oct 22, 15:30",CSRA
"Penjualan CPO Naik, Cisadane (CSRA) Cuan Rp247,71 Miliar
Emiten perkebunan PT Cisadane Sawit Raya Tbk (CSRA) mampu membukukan pertumbuhan laba bersih pada kuartal III/2022. Kenaikan harga jual rata - rata CPO menjadi katalis positif yang mengerek naik kinerja CSRA.Berdasarkan keterangan resmi perusahaan, Senin (31/10/2022), CSRA mencatatkan laba ber...","31 Oct 22, 15:25",CSRA
Pemanggilan Rapat Umum Pemegang Saham Luar Biasa [CSRA],"31 Oct 22, 10:00",CSRA
"CSRA reported 17.2% performance growth
CSRA - PT. Cisadane Sawit Raya Tbk Rp 620 +5 (+0,81%) More Info! JAKARTA. The positive trend in the crude palm oil (CPO) price had aided PT Cisadane Sawit Raya Tbk (CSRA) in posting net sales growth of 17.2% year-on-year (yoy) in September 2022. The net sales grew from IDR 653.04 billion in Q3...","31 Oct 22, 06:40",CSRA
"Naik 38 Persen, Emiten Sawit (CSRA) Bukukan Laba Kuartal III-2022 Rp247 Miliar
EmitenNews.com—PT Cisadane Sawit Raya Tbk (CSRA) untuk periode sembilan bulan yang berakhir pada tanggal 30 September 2022, berhasil membukukan pertumbuhan penjualan bersih sebesar 17,2% menjadi Rp765,16 miliar selama 9M22 dibandingkan periode yang sama tahun lalu yaitu sebesar Rp653,04 miliar. 
...","31 Oct 22, 06:26",CSRA
"KINERJA EMITEN 9M22

$CSRA
PENDAPATAN Rp765.2 miliar (9M22) vs. Rp653.0 miliar (9M21)
LABA BERSIH* Rp247.7 miliar (9M22) vs. Rp178.7 miliar (9M21)

$DCII
PENDAPATAN Rp747.1 miliar (9M22) vs. Rp606.9 miliar (9M21)
LABA BERSIH* Rp254.0 miliar (9M22) vs. Rp172.3 miliar (9M21)


PENDAPATAN Rp7,824.2 miliar (9M22) vs. Rp6,368.9 miliar (9M21)
LABA BERSIH* Rp278.3 miliar (9M22) vs. Rp313.8 miliar (9M21)


PENDAPATAN Rp43.7 miliar (9M22) vs. Rp39.0 miliar (9M21)
LABA BERSIH* Rp65.5 miliar (9M22) vs. Rp49.0 miliar (9M21)


PENDAPATAN Rp171.5 miliar (9M22) vs. Rp128.3 miliar (9M21)
LABA BERSIH* -Rp38.2 miliar (9M22) vs. -Rp48.9 miliar (9M21)

*Laba bersih yang diatribusikan kepada pemilik entitas induk
Sumber: Emiten,","31 Oct 22, 03:59",CSRA
"POLL
CPO future
$TAPG $SGRO $DSNG $CSRA $AALI","30 Oct 22, 13:42",CSRA
$CSRA,"29 Oct 22, 18:18 · Edited on 4 Nov 22, 17:55",CSRA
Laporan Informasi atau Fakta Material Press Release Kinerja 9M22 [CSRA],"28 Oct 22, 17:00",CSRA
Penyampaian Laporan Keuangan Interim Yang Tidak Diaudit [CSRA],"28 Oct 22, 09:10",CSRA
"$DSNG looks good, CPO turn arround cepat atau lambat

*disclaimer

CPO tag $AALI $LSIP $TAPG $CSRA","26 Oct 22, 07:35 · Edited on 26 Oct 22, 07:39",CSRA
$CSRA,"26 Oct 22, 02:59",CSRA
"@goldentrader lah itu 'kan data september, udah lewat.

Sekarang perhatikan charts futures CPO... udah relatif membal. High probability 'bottom'nya sudah terjadi...

Mudah2an saya 'salah' 😂

$ANJT $TAPG $SSMS $CBUT $CSRA","25 Oct 22, 13:43",CSRA
"$EPAC Zaman PKPU

Rincian PKPU EPAC bisa dicek di sini. https://cutt.ly/iNuJEsN

Megalestari Epack Sentosaraya (EPAC) menghadapi tuntutan Penundaan Kewajiban Pembayaran Utang (PKPU) senilai Rp2,99 miliar. Permohonan PKPU itu, diajukan PT Toyo Ink Indonesia.

Karena utang 2,99 miliar, EPAC kena PKPU. Memang sulit sih untuk EPAC bayar utang karena cash ratio EPAC. hanya 3,47%.

EPAC salah satu perusahaan yang ada hubungan relasi dengan Indosterling karena ini salah satu porto yang masuk dalam pre-IPO. IndoSterling Group melakukan investasi strategis Pre-IPO di perusahaan manufaktur kemasan fleksibel.

Saham lain yang masuk porto Indosterling adalah . Rincian porto Indosterling cek di sini

Untuk Indosterling Story cek di sini

Disclaimer:","25 Oct 22, 11:43",CSRA
$CSRA,"23 Oct 22, 11:43",CSRA
"Menebak net income Q3 CSRA
============================

Selain ADES, satu company yang selalu mengganggu pikiran saya adalah CSRA. Yg menarik dari CSRA adalah P/E yang rendah, dan yang menjadi keberatan CSRA adalah debt yang tinggi (DER = 0.7).

Saya selalu tergiur dengan P/E yang rendah karena akan memberikan earning yang tinggi. Capital gain tentu menarik, tetapi tergantung belas-kasihan dari market, sedangkan earning tidak -- sehingga mempunyai tingkat kepastian gain yang lebih tinggi.

Untuk menenangkan pikiran, kita tebak dulu berapa net income Q3 CSRA. Kita lihat komparasi dari harga CPO dan GPM (gross-profit-margin) dari CSRA di Gambar 1. Yang menarik adalah harga CPO hampir berkorelasi tanpa delay terhadap GPM dari CSRA. Sehingga hampir dipastikan revenue Q3 dari CSRA akan turun.

Kita pakai ilmu kira2 menghitung harga rata2 CPO dari Q2 yang sebesar 6000 turun menjadi sebesar 3800 atau penurunan sebesar 37%. Sehingga revenue Q3 CSRA diperkirakan sebesar (100% - 37%) x revenue Q2 = 63% x 267 B = 168 B. Revenue TTM Q3 menjadi 168 B + 267 B + 255 B + 243 B = 933 B.

Untuk melanjutkan tebak2an, kita harus hati2 terhadap satu hal -- supaya tebak2an tidak meleset terlalu jauh -- yaitu average-selling-price (ASP) CPO CSRA taon 2020 dan 2021 berbeda cukup jauh sebesar (ASP 2021 sebesar 11398 - ASP 2020 sebesar 8293) / 8293 = 37%. Kita koreksi dulu revenue 2020 menjadi (100% + 37%) x 607 B = 832 B, dan net income 2020 menjadi 72 B + (100% - pajak penghasilan 22%) x 37% x 607 B = 247 B.

Karena pajak 2020 dan 2021 berbeda dengan pajak 2022 yang turun menjadi 20%, kita buang dulu faktor perbedaan pajak ini, sehingga net income + pajak penghasilan 2021 menjadi 100% / (100% - 22%) x 260 B = 333 B. Net income + pajak penghasilan 2020 menjadi 100% / (100% - 22%) x 247 B = 317 B.

Kemudian kita hitung dengan teknik persamaan 2 variables dimana V adalah variable-cost dan F adalah fix-cost seperti di Gambar 2, didapatlah net income + pajak penghasilan TTM Q3 = 343 B, dikurangi pajak penghasilan 20% menjadi (100% - 20%) x 343 B = 274 B. (Yes 2021Q4 masih pakai pajak penghasilan 22% -- kita abaikan saja supaya tidak tambah kompleks.)

Atau net income Q3 = 274 B - (75 B + 103 B + 81 B) = *15 B*. Net income menjadi cukup kecil yang disebabkan oleh pengaruh dari revenue 2022Q2 yang kenaikan YoY-nya tidak setinggi 2022Q1 dan 2021Q4. Ini terjadi karena mendekati akhir 2022Q2, harga CPO drop significant -- so be it.

Untuk menghitung P/E wajar dari CSRA, kita membutuhkan berapa CAGR growth produksi-nya, yaitu di angka 8.3%, dan kita asumsikan harga CPO kurang lebih stabil di kisaran angka 3800, sehingga didapat P/E wajar = 6.

Dengan TTM Q3 = 274 B, didapat P/E-nya akan menjadi market cap 1251 B / TTM Q3 274 B = 4.6. Kita boleh berharap capital gain sebesar (6 - 4.6) / 4.6 = 30% -- yang tentu saja ntah kapan akan di-apresiasi market. Earning yield-nya menjadi 274 B / 1251 B = 22%, sehingga kita boleh berharap total gain = 30% + 22% = 52% -- yang tentu saja lagi2 ntah kapan akan di-apresiasi oleh market.

Debt dari CSRA sangat mengganggu. Memang ini membuat ROE CSRA menjadi sangat besar sebesar 38% -- yes ROE besar, tetapi risk juga menjadi besar. Beban keuangan adalah sebesar 4.5% sedangkan NPM (net-profit-margin) adalah sebesar 28%. Ini tidak bisa dibilang aman karena harga CPO sudah drop dari Q2 ke Q3 sebesar 37%. Mereka juga perlu waktu 2 sd 3 tahun untuk mengurangi atau membayar penuh debt-nya ini -- jadi holder CSRA harus siap2 mental --> berpuas diri dengan dividend yield yang super kecil.

Dengan cara yang kurang lebih sama, harapan terhadap total gain dari ITMG, PTBA dan SMDR secara berturut2 adalah sebesar 52%, 54% dan 102%. SMDR besar juga hehe -- ya karena P/E-nya lebih super rendah lagi -- tetapi ntah lah namanya juga hanya di atas kertas.

Overall perbedaan potential gain-nya tidak berbeda jauh dengan yang kol2an, dan dengan pertimbangan segudang permasalahan di CPO seperti belum ada kepastian harga CPO, growth yang limited karena perlu ditanam terlebih dahulu, politik yang membatasi kenaikan harga CPO, dan debt yang tinggi sehingga ntah kapan earning bisa dinikmati dalam bentuk dividend, saya putuskan memang belum saat-nya masuk ke CSRA. Sementara setia dulu dengan ITMG PTBA SMDR.

Pikiran pun menjadi lebih tenang.","23 Oct 22, 04:40 · Edited on 23 Oct 22, 12:35",CSRA
kalau pendapat saya masih banyak emiten CPO lain yang lebih baik.. cth: $TAPG $CSRA atau yang pbv lebih rendah ada $ANJT .. disclaimer on,"21 Oct 22, 16:00",CSRA
"@Ghxsts I must say its a good opinion

Tapi mungkin berbeda pendapatnya ya mengingat saya cenderung beranggapan bahwasannya kinerja merupakan cara absolute untuk menentukan keberhasilan suatu investment plan (dan meminimalisir resiko), yang dimana in general harga saham akan mengikuti kinerja perusahaan yang sesungguhnya

Beta memang bisa meminimalisir volatilitas overall portfolio kita (atau sebutannya beta portfolio), tapi alasan kenapa saya menganggap ga begitu necessary mengingat kinerja atas fundamental suatu perusahaan sendiri sudah cukup bisa menggantikan beta untuk para investor retail (dalam konteks volatilitas pun memang perusahaan berkinerja baik akan jauh berbeda dengam volatilitas perusahaan yang biasanya high risk atau beta > 1)

Another factor, apabila kita ingin itung2an beta emiten sampai beta portfolio, maka kita bakal ga jauh2 ma yg namanya proses financial modelling bikin regressionnya, slopenya, covariance yang dimana ""mungkin"" cukup time consuming dan belum tentu di pahami oleh investor retail pada umumnya, sehingga akan jauh lebih terpakai buat beta bagi investor institusi mengingat mereka pengelolaan dan tanggung jawab akan dananya lebih besar, kemudian juga background mreka yg di finance sehingga jauh lebih berpengalaman dalam hal itung2an beta ""secara proper""

Btw I do still agree ada potensi kegunaan beta untuk investor retail walaupun memang tidak necessary

Random tags","20 Oct 22, 21:20 · Edited on 21 Oct 22, 00:09",CSRA
"$SMDM

Rekomendasi Saham Lainnya, Klik link dibio guys...
$CPIN $CRAB $CSIS $CSRA","20 Oct 22, 21:19",CSRA
"$TAPG 100% pasar domestik.. $CSRA 90 % domestik 10% ekspor... anjt selain sawit,,ada juga sagu , dan ekspor endame ke Jepang..","19 Oct 22, 09:21",CSRA
masih banyak emiten lain yang lebih baik.. $TAPG $CSRA ..atau mungkin yang secara pbv masih lebih rendah $ANJT,"19 Oct 22, 09:20",CSRA
"Lupakan sejenak $PTBA dan kisah PLTU yg katanya usang itu. Mari beralih ke sawit. Hehe.
Lagi belajar analisa sawit sawitan, karena suka dengan prospek B40, B45, dan B indikator lainnya..

$LSIP $SMAR $AALI $CSRA","18 Oct 22, 20:59",CSRA
$AALI $SSMS $CSRA $SGRO mana yg paling menarik,"18 Oct 22, 18:58",CSRA
"Auto Rejection Bawah: 17 Oct 2022 (48 saham)
$SRAJ -6,57%
$CSRA -6,56%
$SINI -6,52%
$JMAS -6,48%
$KIOS -6,48%
Historikal ARA & ARB: https://cutt.ly/DBHjBPm","17 Oct 22, 17:35",CSRA
$CSRA epek moderasi harga sawit,"17 Oct 22, 15:03",CSRA
$CSRA hit,"17 Oct 22, 11:10",CSRA
"""Average down vs menggunakan RDN lebih dari 1""

Pernah berpikir berinvestasi menggunakan lebih dari 1 akun RDN agar tidak nyangkut? kira2 metode ini cocoknya kepada pelaku pasar modal seperti apa? sebagian dari teman2 pasti sempat pernah berpikir demikian dan thread ini akan mencoba menjabarkan perbedaan antara average down di 1 akun RDN vs di lebih dari 2 akun RDN beserta rekomendasi

Random tags","17 Oct 22, 09:29",CSRA
"Cisadane Sawit Raya (CSRA) Siap Jaminkan Asetnya Ke Bank Mandiri
https://bit.ly/147E996, JAKARTA- Emiten perkebunan PT Cisadane Sawit Raya Tbk. (CSRA) menyatakan kesiapan untuk menjaminkan  asetnya sebagai agunan pendamping sementara kepada PT Bank Mandiri (Persero) Tbk. (BMRI).Berdasarkan keterbukaan informasi BEI pada Jumat, (14/10/1022), CSRA melakukan ini agar anak usa...","15 Oct 22, 11:40",CSRA
"Cisadane Sawit Raya (CSRA) Jaminkan Aset Buat Pinjaman Anak Usaha ke Bank Mandiri Rp300 M
EmitenNews.com  - PT Cisadane Sawit Raya Tbk (CSRA) menyampaikan bahwa perseroan siap menjaminkan asetnya sebagai agunan pendamping sementara kepada pihak Bank Mandiri (BMRI). Hal itu dilakukan untuk anak usaha Perseroan yakni PT Samukti Karya Lestari dan PT Sukses Sawit Gasing dalam rangka mempero...","15 Oct 22, 09:10",CSRA
"PT Cisadane Sawit Raya Tbk (CSRA) menyampaikan bahwa perseroan siap menjaminkan asetnya sebagai agunan pendamping sementara kepada pihak Bank Mandiri (BMRI). Hal itu dilakukan untuk anak usaha Perseroan yakni PT Samukti Karya Lestari dan PT Sukses Sawit Gasing dalam rangka memperoleh pinjaman.



Direktur Utama SCRA, Gita Sapta Adi menuturkan, bahwa berdasarkan perjanjian kredit dengan Bank Mandiri, agunan pendamping sementara tersebut digunakan untuk menjamin fasilitas kredit yang diterima anak usaha perseroan dari Bank Mandiri sehubungan dengan aset kedua perusahaan tersebut belum dapat digunakan sebagai jaminan bank.



""Rincian kreditnya, yaitu sebesar Rp185 miliar untuk PT Samukti Karya Lestari dan sebesar Rp115 miliar untuk PT Sukses Sawit Gasing,"" ujarnya.



Aksi ini akan direalisasikan setelah mendapat persetujuan RUPSLB pada 22 November 2022. Sementara agunan pendamping sementara tersebut akan dilepas apabila asset kedua perusahaan tersebut sudah dapat digunakan.","14 Oct 22, 21:01",CSRA
Penyampaian Informasi rencana Transaksi material - Transaksi Material 20%-50% Ekuitas [CSRA],"14 Oct 22, 15:20",CSRA
Laporan Informasi atau Fakta Material Keterbukaan Informasi mengenai rencana penjaminan aset Perseroan sebagai agunan pendamping sementara untuk anak usaha Perseroan [CSRA],"14 Oct 22, 14:50",CSRA
Pemberitahuan Rencana Rapat Umum Pemegang Saham Luar Biasa [CSRA],"14 Oct 22, 10:30",CSRA
"$CSRA hit
Prediksi 14 Oktober 2022
Hit 14 Oktober 2022
Masa tunggu 2 jam.

Naik sebentar saja.

$CSRA Skydrugz Freq: Experiment 14 Oktober 2022



Disclaimer:","14 Oct 22, 09:20",CSRA
"$CSRA Skydrugz Freq: Experiment 14 Oktober 2022

http://bit.ly/3g6LqaM

Disclaimer: http://bit.ly/3bLj4Oc
http://bit.ly/3MhGBr6
https://bit.ly/3LsxlQJ
https://bit.ly/3CJthZl","14 Oct 22, 07:04",CSRA
"$CSRA
Emiten Persawitan masih menarik di era resesi ini ?

https://cutt.ly/jBbEDCx","12 Oct 22, 06:18",CSRA
"Belajar Analisa Paling Simpel, Studi Kasus $LSIP

Jika membeli $LSIP diharga sekarang, artinya :

- Kita beli dimarket cap = 7,44T
- Hutang berbunga = 0
- Kas Setara Kas = 3,6T (48% dari market cap)
- Penjualan = 2T (26% dari market cap)
- Laba bersih = 540B (7% dari market cap)

Ditambah dengan fakta bahwa :
- Harga saham sekarang = harga tahun 2015
- Padahal tahun 2015 aset cuma 8,8T (bandingkan dengan sekarang aset yg sudah 12,5T)
- Padahal laba bersih tahun 2015 FY cuma 620B (bandingkan dengan laba 1H22 yg sudah 540B)
- Harga CPO tahun 2016 kisaran 2500 - 2700 (bandingkan dengan harga CPO sekarang dikisaran 3400 - 3700)
- Harga rata-rata penjualan CPO tahun 2015 cuma kisaran 8jt/ton (bandingkan dengan tahun ini dikisaran 17jt/ton)

Takut apa buddy??
Harga CPO dunia turun terus ya? Emangnya pengganti minyak goreng kelapa sawit udah ada yg sebanding? Hehe.","11 Oct 22, 10:51",CSRA
"""Tips investasi saham property""

Apa saja yang mesti di perhatikan untuk analisa emiten property? thread ini cocok untuk teman2 yang ingin lebih mengerti karakteristik analisa sektor property

$TPMA $CSRA $BBRI $UNVR $ACES","10 Oct 22, 22:09",CSRA
"POLL
$CSRA VS $TAPG","10 Oct 22, 16:56",CSRA
"@andreky @IkhsanAmandaPutra agree, $TAPG fundamental solid dividend yield juga di sekitar 8% (which is really good). But I decided to switch to $CSRA dengan pertimbangan room of growth yang lebih besar karena market cap lebih kecil 😄👍","7 Oct 22, 16:05",CSRA
kalau yang terbaik saat ini jelas $TAPG sedangkan $CSRA masih dalam tahap bertumbuh alias masih remaja tapi jelas perusahaan yang bagus dan sehat,"7 Oct 22, 00:17",CSRA
